database,subject_id,New_Key,Lake,County,Township,Range,Section,lat,long,URL 4 (front),URL 8 (back),day,month,month.cat,year,doy
Cards,84931574,59-448,TAMARACK,MONTCALM,12N,8W,"9, 10",43.44415,-85.26621,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/MONTCALM_TAMARACK_MORT_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/MONTCALM_TAMARACK_MORT_0002_2.jpeg,27,6,06.June,1966,178
Cards,84931814,71-115,Lost,PresqueIsle,34N,4E,33,45.29388,-83.96649,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/PresqueIsle_Lost_MORT_35.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/PresqueIsle_Lost_MORT_36.jpeg,30,6,06.June,1966,181
Cards,84932008,45-33,GlenLittle,Leelanau,"28, 29N",14W,"4, 5, 32, 33",44.86171,-85.99771,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Leelanau_GlenLittle_MORT_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Leelanau_GlenLittle_MORT_016.jpg,5,7,07.July,1966,186
Cards,84931680,62-472,Tripple,NEWAYGO,16N,14W,36,43.73515,-85.92799,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/single/Lake_Tripple_MORT_001.jpg,,13,8,08.August,1966,225
Cards,84931944,61-54,BEAR,MUSKEGON,,,,43.25776,-86.28009,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/MUSKEGON_BEAR_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/MUSKEGON_BEAR_MORT_0001_2.jpeg,28,3,03.March,1967,87
Cards,84931634,28-11,Pickerel,GrandTraverse,25N,9W,"13, 24",44.55659,-85.34025,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/single/GrandTraverse_Pickerel_MORT_004.jpg,,27,3,03.March,1967,86
Cards,84931576,59-448,TAMARACK,MONTCALM,12N,8W,"9, 10",43.44415,-85.26621,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/MONTCALM_TAMARACK_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/MONTCALM_TAMARACK_MORT_0001_2.jpeg,16,4,04.April,1967,106
Cards,84931894,64-168,HART,OCEANA,15N,17W,8,43.71721,-86.37232,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/OCEANA_HART_MORT_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/OCEANA_HART_MORT_0001_2.jpg,10,6,06.June,1967,161
Cards,84931679,43-95,StarBig,Lake,17N,14W,Many,43.83277,-85.94454,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/single/Lake_StarBig_MORT_008.jpg,,5,6,06.June,1967,156
Cards,84931954,56-14,Sanford,Midland,15N,1W,1,43.67693,-84.38009,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Midland_Sanford_MORT_092.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Midland_Sanford_MORT_093.jpg,12,6,06.June,1967,163
Cards,84931750,37-109,Coldwater,Isabella,15N,5W,"29, 30",43.6611,-84.95593,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Isabella_Coldwater_MORT_038.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Isabella_Coldwater_MORT_039.jpg,5,7,07.July,1967,186
Cards,84931716,26-4,Wiggins,Gladwin,19N,2W,"33, 34",43.9961,-84.54371,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Gladwin_Wiggins_MORT_060.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Gladwin_Wiggins_MORT_061.jpg,17,6,06.June,1968,169
Cards,84932013,43-95,StarBig,Lake,17N,14W,Many,43.83277,-85.94454,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Lake_StarBig_MORT_079.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Lake_StarBig_MORT_080.jpg,7,6,06.June,1968,159
Cards,84931709,26-58,Indian,Gladwin,20N,1E,9,44.15166,-84.35232,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Gladwin_Indian_MORT_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Gladwin_Indian_MORT_007.jpg,8,6,06.June,1968,160
Cards,84931993,48-49,ManistiqueBig,Luce,45N,11W,30,46.28749,-85.73899,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Luce_ManistiqueBig_MORT_233.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Luce_ManistiqueBig_MORT_234.jpg,12,8,08.August,1968,225
Cards,84931925,63-256,COMMERCE,OAKLAND,2N,8E,"10, 15",42.57249,-83.49926,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/OAKLAND_COMMERCE_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/OAKLAND_COMMERCE_MORT_0001_2.jpeg,19,8,08.August,1968,232
Cards,84931927,63-1337,CASSLAKE,OAKLAND,2N,9E,Several,42.6086,-83.36676,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/OAKLAND_CASSLAKE_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/OAKLAND_CASSLAKE_MORT_0001_2.jpeg,26,8,08.August,1968,239
Cards,84932006,47-252,Chemung,Livingston,2N,5E,,42.58221,-83.8487,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Livingston_Chemung_MORT_047.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Livingston_Chemung_MORT_048.jpg,8,9,09.September,1968,252
Cards,84931708,25-11,Lobdell,Genesee,5N,5W,"35, 36",42.79065,-83.84436,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Genesee_Lobdell_25-11_1969_MORT_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Genesee_Lobdell_25-11_1969_MORT_001_02.jpg,4,6,06.June,1969,155
Cards,84932009,45-33,GlenLittle,Leelanau,29N,14W,Many,44.86171,-85.99771,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Leelanau_GlenLittle_MORT_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Leelanau_GlenLittle_MORT_014.jpg,4,6,06.June,1969,155
Cards,84931989,48-49,ManistiqueNorth,Luce,45N,11W,"17, 18",46.28749,-85.73899,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Luce_ManistiqueNorth_MORT_109.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Luce_ManistiqueNorth_MORT_110.jpg,26,7,07.July,1969,207
Cards,84931984,48-566,Muskallonge,Luce,49N,11W,"1, 2, 11, 12",46.66943,-85.63177,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Luce_Muskallonge_MORT_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Luce_Muskallonge_MORT_038.jpg,15,7,07.July,1969,196
Cards,84932007,46-45,Devils,Lenawee,"5, 6S",1E,Many,41.97916,-84.30773,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Lenawee_Devils_MORT_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Lenawee_Devils_MORT_036.jpg,16,9,09.September,1969,259
Cards,84931717,26-3,Wixom,Gladwin,17N,1E,23,43.817,-84.38478,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Gladwin_Wixom_MORT_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Gladwin_Wixom_MORT_027.jpg,27,4,04.April,1970,117
Cards,84931805,69-220,Wequos,Otsego,30N,4W,"23, 23-26",44.97804,-84.75149,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Otsego_Wequos_MORT_7.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Otsego_Wequos_MORT_8.jpeg,20,4,04.April,1970,110
Cards,84931803,69-61,Otsego,Otsego,"29, 30N",3W,Many,44.95554,-84.69232,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Otsego_Otsego_MORT_69.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Otsego_Otsego_MORT_70.jpeg,16,6,06.June,1970,167
Cards,84931882,67-377,CENTER,OSCEOLA,20N,9W,"21, 22",44.10749,-85.38648,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/OSCEOLA_CENTER_MORT_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/OSCEOLA_CENTER_MORT_0001_2.jpg,29,6,06.June,1970,180
Cards,84931934,54-80,HARDY,NEWAYGO,13N,"10, 11W",Many,43.48817,-85.62984,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/NEWAYGO_HARDY_MORT_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/NEWAYGO_HARDY_MORT_0002_2.jpeg,29,9,09.September,1970,272
Cards,84931935,54-80,HARDY,NEWAYGO,14N,10W,31,43.48817,-85.62984,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/NEWAYGO_HARDY_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/NEWAYGO_HARDY_MORT_0001_2.jpeg,21,6,06.June,1971,172
Cards,84931970,54-29,Brady,Mecosta,13N,10W,21,43.50082,-85.51065,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Mecosta_Brady_MORT_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Mecosta_Brady_MORT_044.jpg,10,4,04.April,1972,101
Cards,84931631,26-4,Wiggins,Gladwin,19N,2W,"33, 34",43.9961,-84.54371,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/single/Gladwin_Wiggins_MORT_007.jpg,,2,6,06.June,1972,154
Cards,84931843,75-545,Ostrander,Schoolcraft,44N,18W,31,46.16804,-86.61232,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Schoolcraft_Ostrander_MORT_3.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Schoolcraft_Ostrander_MORT_4.jpeg,15,6,06.June,1972,167
Cards,84931836,75-47,Gulliver,Schoolcraft,"41, 42N",14W,"1, 2, 3, 34, 35, 36",45.98221,-86.02732,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Schoolcraft_Gulliver_MORT_119.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Schoolcraft_Gulliver_MORT_120.jpeg,1,6,06.June,1972,153
Cards,84931881,67-242,ROSE,OSCEOLA,19N,9W,"3, 4, 9",44.06471,-85.38176,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/OSCEOLA_ROSE_MORT_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/OSCEOLA_ROSE_MORT_0001_2.jpg,30,6,06.June,1972,182
Cards,84932043,Dec-50,MARBLE,BRANCH,6S,5W,21,41.90721,-84.90454,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/BRANCH_MARBLE_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/BRANCH_MARBLE_MORT_0001_2.jpeg,5,9,09.September,1972,249
Cards,84931986,48-566,Muskallonge,Luce,49N,11W,"1, 2, 11, 12",46.66943,-85.63177,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Luce_Muskallonge_MORT_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Luce_Muskallonge_MORT_026.jpg,9,7,07.July,1973,190
Cards,84931837,75-47,Gulliver,Schoolcraft,"41, 42N",14W,"1, 2, 3, 34, 35, 36",45.98221,-86.02732,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Schoolcraft_Gulliver_MORT_91.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Schoolcraft_Gulliver_MORT_92.jpeg,2,6,06.June,1974,153
Cards,84931704,16-192,Mullett,Cheboygan,36N,2W,9,45.5361,-84.51676,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Cheboygan_Mullett_MORT_135.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Cheboygan_Mullett_MORT_136.jpg,10,1,01.January,1975,10
Cards,84931612,48-166,Wolf,Luce,47N,11W,7,46.48388,-85.73649,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/single/Luce_Wolf_MORT_003.jpg,,9,5,05.May,1976,130
Cards,84931987,48-566,Muskallonge,Luce,49N,"10, 11W","1, 2, 11, 12, 6",46.66943,-85.63177,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Luce_Muskallonge_MORT_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Luce_Muskallonge_MORT_020.jpg,21,6,06.June,1976,173
Cards,84931974,52-505,Helen,Marquette,45N,29W,"3, 4",46.3236,-87.92454,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Marquette_Helen_MORT_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Marquette_Helen_MORT_014.jpg,7,6,06.June,1976,159
Cards,84931817,71-31,Tomahawk,PresqueIsle,33N,2E,33,45.21677,-84.17901,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/PresqueIsle_Tomahawk_MORT_11.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/PresqueIsle_Tomahawk_MORT_12.jpeg,9,6,06.June,1976,161
Cards,84932106,Feb-29,BALDY,ALGER,44N,19W,"11, 14",46.21721,-86.6526,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/ALGER_BALDY_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/ALGER_BALDY_MORT_0001_2.jpeg,31,10,10.October,1976,305
Cards,84931613,49-166,East,Mackinac,43N,4W,"9, 10, 15, 16",46.12638,-84.80427,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/single/Mackinac_East_MORT_010.jpg,,13,2,02.February,1977,44
Cards,84931942,62-33,BLANCHE,NEWAYGO,11N,13W,13,43.3411,-85.80398,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/NEWAYGO_BLANCHE_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/NEWAYGO_BLANCHE_MORT_0001_2.jpeg,15,2,02.February,1977,46
Cards,84931758,38-119,PondLily2S,Jackson,2S,2E,12,42.3136,-84.14426,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Jackson_PondLily2S_2E_S12_MORT_028.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Jackson_PondLily2S_2E_S12_MORT_029.jpg,16,3,03.March,1977,75
Cards,84931589,81-63,MUDT1SR3ESEC31,WASHTENAW,1S,3E,31,42.34777,-84.12648,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/WASHTENAW_MUDT1SR3ESEC31_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/WASHTENAW_MUDT1SR3ESEC31_MORT_0001_2.jpeg,17,3,03.March,1977,76
Cards,84931585,81-46,GREEN,WASHTENAW,1S,3E,"21, 22, 27, 28",42.36666,-84.07509,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/WASHTENAW_GREEN_MORT_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/WASHTENAW_GREEN_MORT_0003_2.jpeg,16,3,03.March,1977,75
Cards,84932032,13-101,PINE,CALHOUN,1S,7W,"10, 11",42.39693,-85.10426,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/CALHOUN_PINE_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/CALHOUN_PINE_MORT_0001_2.jpeg,29,3,03.March,1977,88
Cards,84931587,81-45,HANKARD,WASHTENAW,1S,3E,20,42.36721,-84.10343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/WASHTENAW_HANKARD_MORT_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/WASHTENAW_HANKARD_MORT_0002_2.jpeg,28,3,03.March,1977,87
Cards,84931771,44-238,Mud8N,Lapeer,8N,9E,19,43.0911,-83.44704,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Lapeer_Mud8N_9E_S19_MORT_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Lapeer_Mud8N_9E_S19_MORT_003.jpg,23,3,03.March,1977,82
Cards,84931764,44-263,Fish,Lapeer,8N,9E,13,43.11249,-83.24121,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Lapeer_Fish_MORT_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Lapeer_Fish_MORT_007.jpg,15,3,03.March,1977,74
Cards,84931599,81-61,WINNEWANNA,WASHTENAW,1S,3E,"29, 32",42.34983,-84.10796,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/WASHTENAW_WINNEWANNA_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/WASHTENAW_WINNEWANNA_MORT_0001_2.jpeg,16,3,03.March,1977,75
Cards,84931588,81-67,MIRROR,WASHTENAW,1S,3E,34,42.34739,-84.07195,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/WASHTENAW_MIRROR_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/WASHTENAW_MIRROR_MORT_0001_2.jpeg,16,3,03.March,1977,75
Cards,84931724,28-125,Mud26N,GrandTraverse,"26, 27N",12W,"5, 6, 31, 32",44.64332,-85.75787,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/GrandTraverse_Mud26N_12W_S5-6-31-32_MORT_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/GrandTraverse_Mud26N_12W_S5-6-31-32_MORT_011.jpg,21,4,04.April,1977,111
Cards,84932091,4-Apr,FLETCHER BACK WATER,ALPENA,30N,"4, 5E",Many,44.98277,-83.84287,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/ALPENA_FLETCHERBACKWATER_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/ALPENA_FLETCHERBACKWATER_MORT_0001_2.jpeg,10,5,05.May,1977,130
Cards,84931711,26-64,LakeLancer,Gladwin,20N,1W,20,44.10728,-84.45084,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Gladwin_LakeLancer_MORT_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Gladwin_LakeLancer_MORT_003.jpg,24,5,05.May,1977,144
Cards,84932088,May-50,BELLAIRE,ANTRIM,30N,7W,31,44.95721,-85.22426,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/ANTRIM_BELLAIRE_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/ANTRIM_BELLAIRE_MORT_0001_2.jpeg,6,6,06.June,1977,157
Cards,84931978,49-262,Millecoquin,Mackinac,"43, 44N",10W,Many,46.1536,-85.51315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Mackinac_Millecoquin_MORT_028.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Mackinac_Millecoquin_MORT_029.jpg,1,6,06.June,1977,152
Cards,84931698,15-25,Walloon,Charlevoix,"33, 34N","5, 6W",Many,45.27499,-85.0001,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Charlevoix_Walloon_132__MORT_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Charlevoix_Walloon_132__MORT_0002.jpg,5,7,07.July,1977,186
Cards,84931596,81-97,WEST,WASHTENAW,1S,4E,30,42.36193,-84.00759,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/WASHTENAW_WEST_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/MORT/double/WASHTENAW_WEST_MORT_0001_2.jpeg,8,3,03.March,1978,67
Cards,84931955,56-14,Sanford,Midland,16N,1W,23,43.67693,-84.38009,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Midland_Sanford_MORT_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Midland_Sanford_MORT_037.jpg,20,4,04.April,1978,110
Cards,84931632,26-3,Wixom,Gladwin,17N,1W,25,43.817,-84.38478,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/single/Gladwin_Wixom_MORT_006.jpg,,19,4,04.April,1978,109
Cards,84931712,26-2,Ross,Gladwin,17,2W,12,43.88381,-84.48406,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Gladwin_Ross_MORT_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Gladwin_Ross_MORT_018.jpg,14,4,04.April,1978,104
Cards,84931623,54-74,RogersPond,Mecosta,15N,10W,Many,43.61388,-85.47926,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/single/Mecosta_RogersPond_MORT_003.jpg,,26,5,05.May,1978,146
Cards,84931629,26-23,Secord,Gladwin,19N,1E,"2, 10, 15",44.04166,-84.34176,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/single/Gladwin_Secord_MORT_002.jpg,,8,6,06.June,1978,159
Cards,84931630,26-4,Wiggins,Gladwin,19,2W,"33, 34",43.9961,-84.54371,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/single/Gladwin_Wiggins_MORT_004.jpg,,8,6,06.June,1978,159
Cards,84931633,26-3,Wixom,Gladwin,17N,1W,"35, 36",43.817,-84.38478,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/single/Gladwin_Wixom_MORT_007.jpg,,14,6,06.June,1978,165
Cards,84931969,54-232,Chippewa,Mecosta,16N,8W,Many,43.75443,-85.29815,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Mecosta_Chippewa_MORT_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Mecosta_Chippewa_MORT_019.jpg,3,6,06.June,1978,154
Cards,84932060,Sep-68,STATE PARK LAGOON,BAY,15N,5E,30,43.67304,-83.92693,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/BAY_STATEPARKLAGOON_MORT_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/BAY_STATEPARKLAGOON_MORT_0001_2.jpeg,18,2,02.February,1981,49
Cards,84931966,54-136,Horsehead,Mecosta,15N,8W,22,43.67721,-85.25815,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Mecosta_Horsehead_MORT_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Mecosta_Horsehead_MORT_020.jpg,3,6,06.June,1981,154
Cards,84931880,67-242,ROSE,OSCEOLA,19N,9W,3,44.06471,-85.38176,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/OSCEOLA_ROSE_MORT_0002_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/OSCEOLA_ROSE_MORT_0002_2.jpg,9,6,06.June,1981,160
Cards,84931804,69-220,Wequos,Otsego,30N,4W,23,44.97804,-84.75149,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Otsego_Wequos_MORT_5.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Otsego_Wequos_MORT_6.jpeg,26,4,04.April,1982,116
Cards,84931701,16-252,Douglas,Cheboygan,37N,3W,Many,45.5811,-84.69704,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Cheboygan_Douglas_MORT_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/a_first/Cheboygan_Douglas_MORT_056.jpg,6,6,06.June,1982,157
Cards,84931628,16-142,Weber,Cheboygan,34N,3W,31,45.29804,-84.72426,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/single/Cheboygan_Weber_MORT_005.jpg,,7,6,06.June,1982,158
Cards,84931833,75-440,East,Schoolcraft,44N,17W,27,46.17915,-86.41093,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Schoolcraft_East_MORT_13.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/Schoolcraft_East_MORT_14.jpeg,7,6,06.June,1982,158
Cards,84931816,71-53,May,PresqueIsle,33N,4E,"9, 10, 15, 16",45.25304,-83.94871,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/PresqueIsle_May_MORT_17.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/double/b_first/PresqueIsle_May_MORT_18.jpeg,8,6,06.June,1982,159
Cards,84931990,48-49,ManistiqueNorth,Luce,45N,"11, 12W","17, 18, 19, 20, 13, 24",46.28749,-85.73899,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Luce_ManistiqueNorth_MORT_049.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Luce_ManistiqueNorth_MORT_050.jpg,16,8,08.August,1983,228
Cards,84931684,44-304,Simmons,Lapeer,8N,11E,"23, 24",43.09666,-83.13093,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/MORT/single/Lapeer_Simmons_MORT_001.jpg,,22,2,02.February,1984,53
